emotion,wav_mean,melspectrogram,mfcc,Spectral_contrast,Tonnetz,contrast,stft,tonnetz,spectral_contrast
fear,0.05376407504081726,1.1516724824905396,-4.906867027282715,0.0,0.0,0.0,(-7.084549724822864e-05+2.9311569960555062e-05j),-0.023131804657085312,101.27415474966475
happy,0.05102672055363655,1.2305564880371094,-4.668665409088135,0.0,0.0,0.0,(-7.683127478230745e-05+2.133892849087715e-05j),0.023304616454008244,102.22011050373483
neutral,0.023357074707746506,0.2159448117017746,-5.5993146896362305,0.0,0.0,0.0,(-3.3956886909436435e-05-8.106333552859724e-06j),0.007736675448487145,98.62497021679044
sad,0.021316668018698692,0.1586574763059616,-5.129093170166016,0.0,0.0,0.0,(4.3326959712430835e-05+2.7553107429412194e-05j),0.003463968447445122,99.40864783207175
angry,0.04921746999025345,0.8310379981994629,-5.088988304138184,0.0,0.0,0.0,(2.0079760361113586e-05-1.2614856132131536e-05j),-0.02382640837383578,101.94075285931847
disgust,0.027773648500442505,0.2760942876338959,-5.976058006286621,0.0,0.0,0.0,(-4.745058674870961e-07-6.748969099135138e-06j),0.005671536630541392,99.23829787108373
fear,0.06673447042703629,1.5345113277435303,-4.683255195617676,0.0,0.0,0.0,(-0.00012740088277496397+2.847980249498505e-05j),0.002101058518531205,102.78147948729956
happy,0.05813216045498848,1.048621654510498,-4.92261266708374,0.0,0.0,0.0,(4.1861414501909167e-05-3.8659922552142234e-07j),-0.02342773601248631,102.54348230812862
neutral,0.030453192070126534,0.31002169847488403,-4.860245704650879,0.0,0.0,0.0,(-5.693542698281817e-05+1.4128821931080893e-05j),-0.004408365921533211,99.80940035047615
sad,0.03850996121764183,0.5518467426300049,-4.786897659301758,0.0,0.0,0.0,(1.704251189948991e-05-5.0672142606345005e-06j),0.025305933585373263,100.25418920536575
angry,0.047013889998197556,0.7927906513214111,-4.829041481018066,0.0,0.0,0.0,(-1.5591138435411267e-05-1.7932055925484747e-05j),0.017133714141798043,103.21566082278278
disgust,0.0431273952126503,0.607416033744812,-4.878820896148682,0.0,0.0,0.0,(-2.8259781174710952e-05+1.051850904332241e-05j),-0.00511545639106134,103.03244368021026
fear,0.06939667463302612,1.6817810535430908,-4.766997814178467,0.0,0.0,0.0,(6.368476897478104e-05+2.6806290406966582e-05j),-0.026080991453617308,102.86566820232557
happy,0.04554985091090202,0.6435701847076416,-4.907584190368652,0.0,0.0,0.0,(8.49991829454666e-06+1.614752562772992e-07j),-0.014077357096900918,102.50263198141909
neutral,0.017308345064520836,0.10242998600006104,-5.315340995788574,0.0,0.0,0.0,(-4.341458179624169e-07+6.9635525505873375e-06j),-0.01632793525673472,98.72565379003254
sad,0.02555144391953945,0.23151390254497528,-5.077527046203613,0.0,0.0,0.0,(-6.133176066214219e-05+4.2524402488197666e-06j),-0.015219257575323183,100.21969332444212
angry,0.030414864420890808,0.2850038409233093,-5.439659118652344,0.0,0.0,0.0,(-5.560519866776303e-07+1.1816371625172906e-05j),0.01952326299019545,100.5480992904337
disgust,0.024763593450188637,0.18454992771148682,-4.850567817687988,0.0,0.0,0.0,(3.580131078706472e-06-8.527197678631637e-06j),-0.011410599100018988,100.33634960242536
fear,0.03070724569261074,0.29289764165878296,-5.0546488761901855,0.0,0.0,0.0,(-4.9889673391589895e-05-6.061422368475178e-07j),-0.03741131653108976,101.2572992618785
happy,0.039686575531959534,0.5651152729988098,-4.839336395263672,0.0,0.0,0.0,(1.0701984137995169e-05-6.878854605929519e-07j),-0.025173606853385256,101.77850964229727
neutral,0.01746862195432186,0.1089022159576416,-5.970229148864746,0.0,0.0,0.0,(-5.925234290771186e-06-5.5971022447920404e-06j),-0.012640747066028982,98.28482863688923
sad,0.010295078158378601,0.03463723510503769,-5.996180057525635,0.0,0.0,0.0,(2.15031104744412e-05-2.3763388526276685e-05j),-0.008327847566615906,96.78176594061539
angry,0.025969402864575386,0.32741737365722656,-5.386878967285156,0.0,0.0,0.0,(-9.386322403770464e-07-8.522401913069189e-06j),-0.006635548507021173,99.83959922736396
disgust,0.022942515090107918,0.32206156849861145,-4.839261054992676,0.0,0.0,0.0,(-1.5377687304862775e-05-8.393501047976315e-06j),-0.0008874953742245307,99.57583337624803
fear,0.05052844062447548,1.4367375373840332,-5.194395065307617,0.0,0.0,0.0,(1.806117688829545e-05+2.4893511181289796e-06j),-0.01976499843833345,101.22934894082458
happy,0.04699742794036865,1.1989408731460571,-5.208680152893066,0.0,0.0,0.0,(1.417647217749618e-05-1.947203418239951e-05j),-0.028350819128507742,100.78709189727432
neutral,0.02096693217754364,0.2150026261806488,-5.846722602844238,0.0,0.0,0.0,(1.132445777329849e-05-5.252092705632094e-06j),-0.010876793812848206,97.93860803174466
sad,0.02052166685461998,0.23057259619235992,-5.850558280944824,0.0,0.0,0.0,(-3.170690979459323e-05-7.66716129874112e-06j),-0.01839258362286391,98.7161594171697
angry,0.030228788033127785,0.315539687871933,-5.774516582489014,0.0,0.0,0.0,(4.143381374888122e-06-2.689026530333649e-07j),-0.013541226945074857,100.1847042249351
disgust,0.019731543958187103,0.12687760591506958,-5.087342262268066,0.0,0.0,0.0,(1.2497766874730587e-05+1.0531068255659193e-05j),-0.01976968884009332,98.32987256856067
fear,0.07158365845680237,1.7768943309783936,-5.009317874908447,0.0,0.0,0.0,(-9.44465136853978e-05+9.449709637010528e-07j),0.0020179913054385185,103.29643055773447
happy,0.03908267989754677,0.5044190883636475,-4.992077827453613,0.0,0.0,0.0,(7.766046110191382e-06+2.427568870189134e-05j),-0.014315989718487356,101.80413116850978
neutral,0.02876325137913227,0.29682213068008423,-5.246938228607178,0.0,0.0,0.0,(-8.68372262630146e-06-1.0755338735179976e-05j),0.019920932339143497,100.19297262297933
sad,0.02559487521648407,0.24106016755104065,-5.420067310333252,0.0,0.0,0.0,(3.206203109584749e-05-1.980298975468031e-06j),0.01762319737635206,99.29549095245162
angry,0.05963210389018059,0.9284738302230835,-5.479948997497559,0.0,0.0,0.0,(-2.3217864509206265e-05-2.594728812255198e-06j),-0.018764209366858724,102.88467987206145
disgust,0.010348917916417122,0.036615729331970215,-6.329555988311768,0.0,0.0,0.0,(-2.220617898274213e-05+4.182185421086615e-06j),-0.021956008380676382,97.27795670393246
fear,0.044610511511564255,0.8006038665771484,-5.416332244873047,0.0,0.0,0.0,(-4.925941084366059e-06-7.832763003534637e-06j),-0.004346853724460423,100.95281063637177
happy,0.027898969128727913,0.2211216390132904,-5.3171305656433105,0.0,0.0,0.0,(2.403519374638563e-06-1.267683819605736e-05j),-0.00038617976230784283,100.72787780956345
neutral,0.012791650369763374,0.05618993192911148,-5.455542087554932,0.0,0.0,0.0,(-3.5546418075682595e-05+1.2796797818737105e-05j),-0.019359899905977935,97.96105093486266
sad,0.009171539917588234,0.028247836977243423,-6.092607498168945,0.0,0.0,0.0,(-2.0009671061416157e-05-1.0720843420131132e-05j),-0.012010454725569622,96.7267932470031
angry,0.09119923412799835,2.597482204437256,-4.6025495529174805,0.0,0.0,0.0,(-8.292324491776526e-05+2.821424277499318e-05j),-0.004762381344526829,103.83855119100873
angry,0.019337352365255356,0.1359618902206421,-5.69866943359375,0.0,0.0,0.0,(-1.520206751592923e-07+2.655726802913705e-06j),-0.031391425195613436,98.2870278544565
angry,0.027272695675492287,0.27345478534698486,-5.401434421539307,0.0,0.0,0.0,(2.8927983294124715e-05-1.0582976756268181e-05j),0.0020362218247679128,100.00042899276102
disgust,0.024677757173776627,0.21372556686401367,-5.18703031539917,0.0,0.0,0.0,(-2.692920133995358e-05+3.932914438564694e-08j),-0.012426737416302819,100.04660474277321
disgust,0.010727813467383385,0.036878783255815506,-6.165136337280273,0.0,0.0,0.0,(-4.020336928078905e-05+1.5310183698602486e-06j),-0.00170617556809514,96.69473185909199
disgust,0.015459878370165825,0.08722177147865295,-6.068024158477783,0.0,0.0,0.0,(-4.1240746213588864e-05+1.3093721463519614e-05j),-0.005932972422459222,99.01057261652154
fear,0.04283023625612259,0.7748855352401733,-5.329689979553223,0.0,0.0,0.0,(-5.451917240861803e-05+1.102578380596242e-06j),0.00768921918757345,100.08945636230042
fear,0.006797350477427244,0.014709848910570145,-6.715446472167969,0.0,0.0,0.0,(-2.008072260650806e-05+7.855111107346602e-06j),-0.038239830946598614,95.69100135463135
fear,0.012211055494844913,0.054930560290813446,-5.803112030029297,0.0,0.0,0.0,(3.0233271900215186e-05-3.399547722438001e-06j),-0.01577656154865519,97.73043289944269
happy,0.04426417127251625,0.6373133659362793,-5.420722484588623,0.0,0.0,0.0,(-3.1246621801983565e-05+1.8236145479022525e-05j),-0.044961301547235405,101.57113656015028
happy,0.021023552864789963,0.15298907458782196,-5.810181617736816,0.0,0.0,0.0,(-8.572331353207119e-06+2.9465411444107303e-06j),-0.02282753879446602,99.1942052225239
happy,0.0267811119556427,0.2988031506538391,-5.286240100860596,0.0,0.0,0.0,(-4.65475968667306e-05+2.0421082808752544e-05j),-0.00047411104153525005,99.58581518441837
neutral,0.012697875499725342,0.055918559432029724,-5.865387916564941,0.0,0.0,0.0,(-1.9827770302072167e-05-2.0089157260372303e-05j),-0.012643072069203275,97.22799805500847
sad,0.010839681141078472,0.048646941781044006,-5.993697166442871,0.0,0.0,0.0,(-2.522612157918047e-05-1.8337149185754242e-06j),-0.015912474156446192,96.06292095645232
sad,0.007392394356429577,0.017351306974887848,-6.767758369445801,0.0,0.0,0.0,(-1.0932258192042354e-05+1.8720929801929742e-05j),-0.02834602907831907,95.78468371375655
sad,0.010998239740729332,0.038859594613313675,-5.829229354858398,0.0,0.0,0.0,(-2.930270420620218e-05+1.1494375939946622e-05j),0.0013165258011825255,97.20030620397212
angry,0.0504409559071064,0.692746102809906,-4.948184967041016,0.0,0.0,0.0,(9.76147384790238e-06-1.914772110467311e-05j),-0.0075862090438453276,102.33746570656092
disgust,0.01413009688258171,0.06253892928361893,-6.2505903244018555,0.0,0.0,0.0,(-4.537159838946536e-05-1.4708451999467798e-05j),-0.004261725273585685,97.9258281394327
fear,0.029200054705142975,0.24661967158317566,-5.282667636871338,0.0,0.0,0.0,(-2.911611954914406e-05-7.98955443315208e-06j),0.009625830636102986,101.11203362166191
happy,0.02935101091861725,0.28110265731811523,-5.7938079833984375,0.0,0.0,0.0,(-2.2047825041227043e-05-5.449866876006126e-06j),-0.036542722209841574,100.4902339435246
neutral,0.01915426179766655,0.12224963307380676,-6.132144927978516,0.0,0.0,0.0,(5.45242846783367e-06-1.6007233227810502e-07j),0.01301325225154847,98.4807758765802
sad,0.009627660736441612,0.03021620213985443,-6.171900749206543,0.0,0.0,0.0,(-7.021879810054088e-06-7.326805189222796e-06j),-0.0051651834599396205,96.45305033255609
angry,0.04926677793264389,0.7656295895576477,-4.864562034606934,0.0,0.0,0.0,(4.8772180889500305e-05-2.526966818550136e-05j),0.0091904487284929,101.96697955607576
disgust,0.007707163225859404,0.018127262592315674,-5.9980340003967285,0.0,0.0,0.0,(5.348730155674275e-06-1.6561766642553266e-06j),-0.01424007963660987,96.7277916439424
fear,0.006999926641583443,0.01537337712943554,-6.430563926696777,0.0,0.0,0.0,(-3.37896085511602e-06-2.5357762751809787e-06j),-0.01577395040739828,95.69689315083885
happy,0.02872614748775959,0.27655941247940063,-5.3520097732543945,0.0,0.0,0.0,(-1.2003201845800504e-05+2.439112677166122e-06j),-0.014916803966016245,100.37008015378542
neutral,0.01107716839760542,0.03997128829360008,-5.7683258056640625,0.0,0.0,0.0,(1.2035115105391014e-05-4.104877461941214e-06j),-0.011364809387729935,97.38366290828019
sad,0.008339880034327507,0.02129080705344677,-5.919286727905273,0.0,0.0,0.0,(-3.536287840688601e-05+5.898084054933861e-06j),-0.009516234040608999,96.67826390107743
angry,0.03246459737420082,0.5238602161407471,-5.261083126068115,0.0,0.0,0.0,(1.5660281860618852e-05-1.4677641047455836e-05j),-0.012610439551098378,100.17402351930488
disgust,0.00865955464541912,0.024361487478017807,-6.311581611633301,0.0,0.0,0.0,(-3.097585795330815e-05-6.0949469116167165e-06j),-0.009245101486022205,96.64246646835362
fear,0.02377576194703579,0.2514588534832001,-5.805698394775391,0.0,0.0,0.0,(5.901836743760214e-07-3.7920347040198976e-06j),0.017934803081003124,99.2182331615732
happy,0.0220296960324049,0.19340085983276367,-6.098162651062012,0.0,0.0,0.0,(-2.0266874344088137e-05+2.4095827484416077e-06j),-0.02034719714128983,98.77325114416347
neutral,0.010284223593771458,0.036839693784713745,-6.370882511138916,0.0,0.0,0.0,(-1.3652060260938015e-05-2.921765144492383e-06j),-0.008719347840151256,96.83618893055586
sad,0.007379072718322277,0.01942264661192894,-6.185101509094238,0.0,0.0,0.0,(-2.4289711291203275e-05-8.205871381505858e-06j),-0.02727076832355187,95.01867839663043
angry,0.06233283877372742,1.184032678604126,-5.082818508148193,0.0,0.0,0.0,(-8.723755854589399e-06-1.6165824490599334e-05j),-0.012082372875029121,101.61564818014794
disgust,0.013798991218209267,0.05836714804172516,-6.023147106170654,0.0,0.0,0.0,(-7.174897473305464e-05-2.2359790818882175e-06j),-0.017152616373860223,97.79428366737818
fear,0.025441424921154976,0.20047812163829803,-5.690887928009033,0.0,0.0,0.0,(-1.8738586732069962e-05+4.7455991989409085e-06j),-0.06347683532440405,99.69685267407824
happy,0.041661933064460754,0.5080894231796265,-5.380043029785156,0.0,0.0,0.0,(1.7770658814697526e-05+1.2079196494596545e-05j),0.0015314453551065015,101.47201114554225
neutral,0.015818951651453972,0.07757193595170975,-5.812456130981445,0.0,0.0,0.0,(1.1307491149636917e-05-2.852653597074095e-05j),0.0017646176770057982,98.22066839686282
sad,0.014045695774257183,0.06002197042107582,-5.96213436126709,0.0,0.0,0.0,(-2.5965202439692803e-05+1.415383394487435e-05j),-0.015995560748202017,97.9138997679618
angry,0.04301304370164871,0.556178092956543,-5.834657669067383,0.0,0.0,0.0,(-2.2697096937918104e-05+1.1321101737848949e-05j),-0.0526615606440033,101.57317357732215
disgust,0.01417804416269064,0.061817243695259094,-6.0235490798950195,0.0,0.0,0.0,(-1.9601138774305582e-05-4.280138909962261e-06j),-0.02394240394856237,98.23975074588222
fear,0.015718968585133553,0.08193771541118622,-5.476179599761963,0.0,0.0,0.0,(-1.1931861990888137e-05+1.269653694180306e-05j),-0.021916801938885577,98.6327928138858
happy,0.0289482232183218,0.2641734480857849,-5.970309734344482,0.0,0.0,0.0,(-2.857340223272331e-05+6.437671800085809e-06j),0.02409171089662562,99.55125573744064
neutral,0.016828015446662903,0.10056418180465698,-5.717989921569824,0.0,0.0,0.0,(-2.615217999846209e-05+4.188406364846742e-06j),0.009024373332558693,98.18984881109809
sad,0.012375532649457455,0.04528137296438217,-5.79442834854126,0.0,0.0,0.0,(-3.3519994758535177e-05-1.4477015611191746e-05j),-0.007267418625574532,97.67744355098401
angry,0.05720409005880356,1.0052251815795898,-4.792352676391602,0.0,0.0,0.0,(-5.9202153352089226e-05+1.557609152769146e-06j),-0.020495653356111063,102.00537369038203
disgust,0.012213236652314663,0.04826381057500839,-5.2488627433776855,0.0,0.0,0.0,(-3.937889414373785e-05-3.83194901587558e-06j),-0.03784803842990683,97.12738968197574
fear,0.02419224940240383,0.19459159672260284,-5.521121501922607,0.0,0.0,0.0,(-5.074548607808538e-05-8.524265467713121e-06j),-0.027088121154650383,98.97021567879528
happy,0.03666813671588898,0.4510139226913452,-5.410742282867432,0.0,0.0,0.0,(-5.360405339160934e-06-8.672803232911974e-06j),-0.012670100237370622,99.94723084210109
neutral,0.01763598993420601,0.09338454157114029,-5.749631404876709,0.0,0.0,0.0,(-9.897187737806235e-06-2.9068989988445537e-06j),0.0113068190508534,98.41268876296816
sad,0.013100440613925457,0.05259230360388756,-6.380741596221924,0.0,0.0,0.0,(-4.497568079386838e-05-2.0430629774637055e-06j),-0.03749388244866196,97.00032688905844
angry,0.04416617751121521,0.7221325635910034,-5.253316402435303,0.0,0.0,0.0,(-1.2627030628209468e-05-1.7864504116005264e-05j),0.04371225162326355,100.9730877475588
disgust,0.009971852414309978,0.030514318495988846,-5.997396945953369,0.0,0.0,0.0,(1.9275554222986102e-05-1.7186087006848538e-06j),-0.04047271039894574,97.3227585598438
fear,0.014722972176969051,0.0675189420580864,-5.747942924499512,0.0,0.0,0.0,(-2.7717314878827892e-05-1.3690800187760033e-05j),0.020037419103884152,98.41950691421279
happy,0.031137820333242416,0.3673195242881775,-5.11754846572876,0.0,0.0,0.0,(1.3968267012387514e-05+4.2109213609364815e-06j),0.010224348945300782,100.21026845918377
neutral,0.014133529737591743,0.0725368857383728,-5.995562553405762,0.0,0.0,0.0,(-4.066179462824948e-05+8.338698194165772e-07j),-0.008052663898677754,97.17489104941718
sad,0.009083634242415428,0.028228741139173508,-6.285214424133301,0.0,0.0,0.0,(1.1416484994697385e-05+4.694652943726396e-06j),-0.02306115835999187,95.99149919996715
angry,0.026437371969223022,0.21966001391410828,-5.510226249694824,0.0,0.0,0.0,(-6.89857333782129e-05+1.7193322491948493e-05j),-0.009557105489007492,100.57037279919093
disgust,0.01324875932186842,0.056065186858177185,-5.58292293548584,0.0,0.0,0.0,(-2.2018663003109396e-05-1.144205543823773e-05j),-0.0287102334575825,97.144205340308
fear,0.02210456319153309,0.13239924609661102,-5.4801249504089355,0.0,0.0,0.0,(-3.376335007487796e-05-1.3753813618677668e-05j),-0.006438975076741369,100.07246276985498
happy,0.021492302417755127,0.14506730437278748,-5.740024089813232,0.0,0.0,0.0,(1.8973834130520117e-06-1.2546483048936352e-05j),-0.03086437342673476,99.59497873090048
neutral,0.01433408074080944,0.06881155073642731,-5.896442413330078,0.0,0.0,0.0,(4.6357972678379156e-06+8.858623004925903e-06j),-0.026380676265860516,97.94985974938275
sad,0.008718717843294144,0.023495012894272804,-5.944697380065918,0.0,0.0,0.0,(-6.268217111937702e-05+9.821499588724691e-06j),-0.022312318678692905,96.89170090801629
angry,0.043897710740566254,0.6575195789337158,-5.128810882568359,0.0,0.0,0.0,(-3.8949383451836184e-05-3.2006653327698587e-07j),-0.021278277406848133,101.51085863148988
disgust,0.01510382816195488,0.09796107560396194,-6.098916053771973,0.0,0.0,0.0,(3.3185016945935786e-05-9.079762094188482e-06j),-0.027679329137382816,97.94452761928025
fear,0.043401893228292465,0.9465471506118774,-5.125338554382324,0.0,0.0,0.0,(5.758181487180991e-06+2.6152861209993716e-06j),0.019221752427489986,100.68086100214553
happy,0.030773023143410683,0.33066579699516296,-5.462801933288574,0.0,0.0,0.0,(1.0198804375249892e-05-1.583094672241714e-05j),-0.010865356958412753,100.51154251620564
neutral,0.013903185725212097,0.0816773772239685,-5.802996635437012,0.0,0.0,0.0,(1.916654355227365e-06-1.1446921234892216e-05j),-0.016760980389994778,97.26454567643724
sad,0.00963869970291853,0.032338179647922516,-6.004283428192139,0.0,0.0,0.0,(-2.241222682641819e-05+8.973940566647798e-06j),-0.021448959668884073,96.38758120198186
angry,0.0636558085680008,1.14772367477417,-4.566349983215332,0.0,0.0,0.0,(1.420642092853086e-05+1.202225212182384e-05j),-0.006476160546370224,103.52512129970246
disgust,0.00998585857450962,0.03684137389063835,-5.950254917144775,0.0,0.0,0.0,(9.684353244665544e-06-9.378233016832382e-07j),-0.030036164234209142,96.77652470898612
fear,0.03047141432762146,0.27988505363464355,-6.200334072113037,0.0,0.0,0.0,(-3.402914080652408e-05-1.1912524314539041e-05j),0.002670967649732035,100.9172283929601
happy,0.03523024171590805,0.34196561574935913,-5.345096588134766,0.0,0.0,0.0,(-3.748152812477201e-05+8.73248791322112e-06j),-0.04868009039808552,101.64167367040004
neutral,0.016981925815343857,0.09266306459903717,-5.396739482879639,0.0,0.0,0.0,(-3.4137239708798006e-05-2.5189081043208716e-06j),-0.009515003103085149,98.88125664803341
sad,0.00929800234735012,0.027558233588933945,-6.311150550842285,0.0,0.0,0.0,(-8.595713552494999e-06-6.844486961199436e-06j),0.010712317510773948,97.00900393779463
angry,0.09552007913589478,4.292240619659424,-4.511794090270996,0.0,0.0,0.0,(-9.479795699007809e-05-2.113535265380051e-05j),0.02188352375465186,103.42315004266399
disgust,0.08975005894899368,2.777005672454834,-4.274109363555908,0.0,0.0,0.0,(-0.0002604344335850328+1.285121834371239e-05j),-0.022492394607559557,105.31533404805016
fear,0.14131738245487213,6.841451644897461,-4.975852966308594,0.0,0.0,0.0,(-5.152928497409448e-05+1.0918516636593267e-05j),0.006866347435130837,105.32115685582569
happy,0.04670482873916626,0.7708980441093445,-4.6964521408081055,0.0,0.0,0.0,(-6.33882955298759e-05+5.708067419618601e-06j),-0.025092031416384938,102.68417766803626
neutral,0.02426091767847538,0.23886369168758392,-5.013830184936523,0.0,0.0,0.0,(4.0269933379022405e-06-2.0186835172353312e-05j),-0.007059219121222096,99.80404703880957
sad,0.011302455328404903,0.04162424057722092,-6.3396759033203125,0.0,0.0,0.0,(-1.602047086635139e-05-2.2523727238876745e-06j),-0.000994981953020266,97.6770566065899
angry,0.2367366999387741,12.683366775512695,-3.629087448120117,0.0,0.0,0.0,(-0.00039485894376412034+9.013726958073676e-05j),-0.04079045153399043,108.07631796463978
angry,0.03520286828279495,0.4636994004249573,-5.246789455413818,0.0,0.0,0.0,(-4.176378934062086e-05+5.136080289958045e-06j),-0.01174089507276946,100.53501674600298
angry,0.08983677625656128,2.665043354034424,-4.710760116577148,0.0,0.0,0.0,(6.587734969798476e-05-1.922571573231835e-05j),-0.001867931642779384,104.22506040284607
disgust,0.14776480197906494,8.02029037475586,-4.337141513824463,0.0,0.0,0.0,(-0.00028377037961035967+3.0141374736558646e-05j),-0.014534902552117401,104.30243957987952
disgust,0.04543726518750191,0.6631621718406677,-5.397324085235596,0.0,0.0,0.0,(-4.846823503612541e-05+7.831651601009071e-06j),-0.01628818229605179,101.36362597160208
disgust,0.19320113956928253,8.841524124145508,-4.210752010345459,0.0,0.0,0.0,(-0.00013129203580319881-7.261212886078283e-05j),-0.0002566758026538579,106.90806938984518
fear,0.13308967649936676,6.784013271331787,-4.296890735626221,0.0,0.0,0.0,(3.9712842408334836e-05-3.722927067428827e-05j),0.011758103229791171,104.22757801744251
fear,0.026508575305342674,0.2979487180709839,-6.021011829376221,0.0,0.0,0.0,(-2.5075580651900964e-06+5.759784471592866e-06j),-0.017250339956120474,99.6041973199514
fear,0.012758183293044567,0.059653595089912415,-5.903519630432129,0.0,0.0,0.0,(-6.897060757182771e-06+1.281218010262819e-05j),-0.022516174515997495,97.36904388207302
happy,0.0384155809879303,1.0344709157943726,-5.550058841705322,0.0,0.0,0.0,(8.395310942432843e-06-2.791298356896732e-06j),-0.038056892919238264,98.3964366494932
happy,0.029350463300943375,0.5256822109222412,-5.830700397491455,0.0,0.0,0.0,(-2.6398060072096996e-05-3.3992698718066094e-06j),-0.019693174203429968,97.4531413748839
happy,0.01639687828719616,0.08952070027589798,-6.68509578704834,0.0,0.0,0.0,(3.214484604541212e-05+5.86749411013443e-06j),-0.005078891305305667,99.31194347277314
neutral,0.023161938413977623,0.22998856008052826,-6.126406192779541,0.0,0.0,0.0,(-1.3911658243159764e-05-5.356427209335379e-06j),-0.008402616984068764,98.23680731418949
sad,0.005422984715551138,0.01023157685995102,-7.034942626953125,0.0,0.0,0.0,(-7.574386017950019e-06-2.1699304852518253e-05j),-0.00832184734878472,93.772993668138
sad,0.009032780304551125,0.027559006586670876,-6.292059898376465,0.0,0.0,0.0,(-2.7412912459112704e-05+6.984087690398155e-07j),-0.04006910232952613,96.57223280850313
sad,0.009112430736422539,0.029265573248267174,-6.257917881011963,0.0,0.0,0.0,(-4.348421498434618e-05-1.0797015420394018e-05j),-0.00494227416563082,96.11193674880364
angry,0.06422213464975357,1.4228098392486572,-4.617806911468506,0.0,0.0,0.0,(1.609193077456439e-06-1.1894986528204754e-05j),-0.0036127024346420326,103.16861071027151
disgust,0.03807048127055168,0.6057924628257751,-5.380745887756348,0.0,0.0,0.0,(4.549498044070788e-06-7.313616606552387e-06j),0.004167209370061229,99.6859475450118
fear,0.04969644173979759,0.7520918846130371,-4.727482318878174,0.0,0.0,0.0,(1.994999729504343e-05-2.552442492742557e-05j),-0.00137478228785731,102.21306031568572
happy,0.049879107624292374,0.7349362373352051,-5.185458183288574,0.0,0.0,0.0,(-6.10787610639818e-05-5.223833795753308e-06j),-0.03876325706189772,102.51580769966063
neutral,0.024559760466217995,0.19985121488571167,-5.728897571563721,0.0,0.0,0.0,(-6.945920631551417e-06+1.4338867003971245e-05j),0.0029039176908987447,99.71636601732182
sad,0.016101736575365067,0.08214032649993896,-6.96157693862915,0.0,0.0,0.0,(-5.630176383419894e-05+1.3439266695058905e-05j),0.01508593490931158,97.9609933036082
angry,0.03410961106419563,0.5745276212692261,-5.193580627441406,0.0,0.0,0.0,(-1.3094496353005525e-05-1.9689621694851667e-05j),-0.023560508161235727,100.7305890028883
disgust,0.017954576760530472,0.10564443469047546,-6.397184371948242,0.0,0.0,0.0,(-3.586154343793169e-05-1.571436587255448e-05j),0.01886662240927458,99.52732540041586
fear,0.009613043628633022,0.03432894125580788,-6.007354736328125,0.0,0.0,0.0,(-3.41638624377083e-05+7.596740033477545e-06j),0.008865047834424824,96.4996323574084
happy,0.026164507493376732,0.20873194932937622,-5.830128192901611,0.0,0.0,0.0,(2.7096904887002893e-05+3.069348849749076e-06j),-0.0005097913958555736,100.74383629143632
neutral,0.022186923772096634,0.1769106686115265,-6.07700777053833,0.0,0.0,0.0,(2.9739205274381675e-05+1.7816246327129193e-05j),-0.021187585829248002,99.57304401701379
sad,0.007179098669439554,0.015165308490395546,-5.988037109375,0.0,0.0,0.0,(-1.435483409295557e-05+5.524017524294322e-06j),-0.012073881375353195,96.69004357377074
angry,0.08290346711874008,2.515982151031494,-4.536620616912842,0.0,0.0,0.0,(-3.908458529622294e-05+1.564463491376955e-05j),-0.015611513536741369,104.14565281265216
disgust,0.08617689460515976,2.870297908782959,-4.48235559463501,0.0,0.0,0.0,(-0.00016013557615224272-8.24660855869297e-06j),-0.02391725255123342,105.32062712486274
fear,0.09984545409679413,4.566328048706055,-5.299794673919678,0.0,0.0,0.0,(6.601033419428859e-06-1.3234102880232967e-06j),-0.0025083361290390177,103.16832448787808
happy,0.029306473210453987,0.3487842381000519,-5.573206424713135,0.0,0.0,0.0,(-2.1754171029897407e-05+2.789311565720709e-06j),-0.028642628368526105,99.96334573339698
neutral,0.020271940156817436,0.17662599682807922,-5.741116046905518,0.0,0.0,0.0,(-3.736793951247819e-05+7.190434644144261e-06j),-0.018835633045812625,98.74374402951737
sad,0.010792042128741741,0.040927454829216,-5.8489813804626465,0.0,0.0,0.0,(1.1151289072586223e-05-1.0258155271003488e-05j),0.025477835905935293,96.20321282184223
angry,0.13656465709209442,5.245294570922852,-4.370131015777588,0.0,0.0,0.0,(-0.00013821478933095932+1.4757217286387458e-05j),-0.023756630649782284,107.40013556760324
disgust,0.190644308924675,11.21312141418457,-3.986480712890625,0.0,0.0,0.0,(-0.00015181838534772396-4.5173175749368966e-05j),0.01717489916628025,108.88802198477046
fear,0.0975240021944046,2.993907928466797,-4.623052597045898,0.0,0.0,0.0,(-2.78361276286887e-05-8.584403985878453e-06j),0.0016210700581645251,105.41562872077604
happy,0.06954300403594971,1.709402322769165,-5.261462211608887,0.0,0.0,0.0,(5.6689732446102425e-06+5.2362711358000524e-06j),-0.0350822813718611,102.30955791599362
neutral,0.03216690197587013,0.3245070278644562,-5.548069953918457,0.0,0.0,0.0,(-8.007593351067044e-06-6.724852141815063e-08j),-0.02060086103244167,100.68702849009597
sad,0.012087095528841019,0.04818957298994064,-6.136494159698486,0.0,0.0,0.0,(-3.839275814243592e-05-1.782558138074819e-05j),0.026309786582660644,97.00429642977511
